(173, 532) (418, 842) (418, 532) (663, 842)
(1242, 531) (1487, 841) (1487, 531) (1732, 841)
(1243, 532) (1488, 842) (1488, 532) (1733, 842)
(1243, 530) (1488, 840) (1488, 530) (1733, 840)
(1226, 543) (1471, 853) (1471, 543) (1716, 853)
(1245, 531) (1490, 841) (1490, 531) (1735, 841)
(1245, 530) (1490, 840) (1490, 530) (1735, 840)
(1245, 530) (1490, 840) (1490, 530) (1735, 840)
(1245, 530) (1490, 840) (1490, 530) (1735, 840)
(1243, 531) (1488, 841) (1488, 531) (1733, 841)
(1245, 529) (1490, 839) (1490, 529) (1735, 839)
(1245, 529) (1490, 839) (1490, 529) (1735, 839)
(1244, 528) (1489, 838) (1489, 528) (1734, 838)
(1245, 528) (1490, 838) (1490, 528) (1735, 838)
(1245, 528) (1490, 838) (1490, 528) (1735, 838)
(1247, 530) (1492, 840) (1492, 530) (1737, 840)
(1245, 518) (1490, 828) (1490, 518) (1735, 828)
(1247, 524) (1492, 834) (1492, 524) (1737, 834)
(1249, 524) (1494, 834) (1494, 524) (1739, 834)
(1250, 523) (1495, 833) (1495, 523) (1740, 833)
(1249, 524) (1494, 834) (1494, 524) (1739, 834)
(1247, 529) (1492, 839) (1492, 529) (1737, 839)
(1249, 525) (1494, 835) (1494, 525) (1739, 835)
(1249, 524) (1494, 834) (1494, 524) (1739, 834)
(1247, 524) (1492, 834) (1492, 524) (1737, 834)
(1247, 524) (1492, 834) (1492, 524) (1737, 834)
(1249, 524) (1494, 834) (1494, 524) (1739, 834)
(1248, 525) (1493, 835) (1493, 525) (1738, 835)
(1247, 527) (1492, 837) (1492, 527) (1737, 837)
(1249, 525) (1494, 835) (1494, 525) (1739, 835)
(1248, 524) (1493, 834) (1493, 524) (1738, 834)
(1253, 527) (1498, 837) (1498, 527) (1743, 837)
(1243, 526) (1488, 836) (1488, 526) (1733, 836)
(1245, 523) (1490, 833) (1490, 523) (1735, 833)
(1245, 525) (1490, 835) (1490, 525) (1735, 835)
(1245, 524) (1490, 834) (1490, 524) (1735, 834)
(1245, 523) (1490, 833) (1490, 523) (1735, 833)
(1245, 525) (1490, 835) (1490, 525) (1735, 835)
(1245, 526) (1490, 836) (1490, 526) (1735, 836)
(1247, 530) (1492, 840) (1492, 530) (1737, 840)
(1246, 525) (1491, 835) (1491, 525) (1736, 835)
(1245, 525) (1490, 835) (1490, 525) (1735, 835)
(1245, 524) (1490, 834) (1490, 524) (1735, 834)
(1246, 524) (1491, 834) (1491, 524) (1736, 834)
(1245, 524) (1490, 834) (1490, 524) (1735, 834)
(1245, 524) (1490, 834) (1490, 524) (1735, 834)
(1245, 525) (1490, 835) (1490, 525) (1735, 835)
(1242, 525) (1487, 835) (1487, 525) (1732, 835)
(1244, 523) (1489, 833) (1489, 523) (1734, 833)
(1243, 522) (1488, 832) (1488, 522) (1733, 832)
(1246, 525) (1491, 835) (1491, 525) (1736, 835)
(1244, 523) (1489, 833) (1489, 523) (1734, 833)
(1245, 523) (1490, 833) (1490, 523) (1735, 833)
